Date|Time|cpuusr|cpunic|cpusys|cpuidl|cpuiow|prochirq|procsirq
09/17/2014|00:00:00|1.0008139690e+01|0.0000000000e+00|3.1901581762e+00|8.4493061194e+01|2.0214597090e+00|0.0000000000e+00|2.8718123096e-01
09/17/2014|00:10:00|1.0076347029e+01|0.0000000000e+00|3.2383031339e+00|8.4260653703e+01|2.1039957598e+00|8.4047739116e-04|3.1985989685e-01
09/17/2014|00:20:00|1.0350476098e+01|0.0000000000e+00|3.1559878723e+00|8.4109759970e+01|2.0681296320e+00|0.0000000000e+00|3.1564642766e-01
09/17/2014|00:30:00|9.8091648029e+00|0.0000000000e+00|3.1240838090e+00|8.4735142479e+01|2.0442428862e+00|0.0000000000e+00|2.8736602282e-01
09/17/2014|00:40:00|9.9061340289e+00|0.0000000000e+00|3.1098786889e+00|8.4665155779e+01|2.0412828806e+00|8.3963056255e-04|2.7670899182e-01
09/17/2014|00:50:00|1.0764071302e+01|0.0000000000e+00|3.1695927136e+00|8.3751451089e+01|2.0150394168e+00|0.0000000000e+00|2.9984547859e-01
09/17/2014|01:00:00|1.0164013731e+01|0.0000000000e+00|3.0082107736e+00|8.4539642697e+01|2.0325713012e+00|0.0000000000e+00|2.5556149736e-01
09/17/2014|01:10:00|9.8834419712e+00|0.0000000000e+00|3.1630412726e+00|8.4490817951e+01|2.1675424664e+00|0.0000000000e+00|2.9515633924e-01
09/17/2014|01:20:00|1.0217546961e+01|0.0000000000e+00|3.1248954743e+00|8.4335593755e+01|2.0179975300e+00|0.0000000000e+00|3.0396627949e-01
09/17/2014|01:30:00|1.0355989536e+01|0.0000000000e+00|3.1755884951e+00|8.4142217945e+01|2.0073314457e+00|8.4175084175e-04|3.1803082761e-01
09/17/2014|01:40:00|1.0129452713e+01|0.0000000000e+00|3.1576841918e+00|8.4552695574e+01|1.8562441540e+00|0.0000000000e+00|3.0392336770e-01
09/17/2014|01:50:00|1.0281490211e+01|0.0000000000e+00|3.0428583547e+00|8.4335609800e+01|2.0645234083e+00|0.0000000000e+00|2.7551822636e-01
09/17/2014|02:00:00|9.7300337961e+00|0.0000000000e+00|3.0075895895e+00|8.4974490589e+01|1.9963208011e+00|8.4047739116e-04|2.9072474660e-01
09/17/2014|02:10:00|1.0146084064e+01|0.0000000000e+00|3.0749058324e+00|8.4267349115e+01|2.2217091996e+00|0.0000000000e+00|2.8995178859e-01
09/17/2014|02:20:00|9.5884623462e+00|0.0000000000e+00|3.0605526163e+00|8.4910156923e+01|2.1511468294e+00|0.0000000000e+00|2.8968128483e-01
09/17/2014|02:30:00|1.0109020155e+01|0.0000000000e+00|3.0647605829e+00|8.4524363151e+01|2.0171906637e+00|8.3752093802e-04|2.8382792599e-01
09/17/2014|02:40:00|9.7861635142e+00|0.0000000000e+00|3.0369214193e+00|8.4979162882e+01|1.9036787096e+00|0.0000000000e+00|2.9407347527e-01
09/17/2014|02:50:00|1.0121628552e+01|0.0000000000e+00|3.1297792506e+00|8.4394985303e+01|2.0640298118e+00|0.0000000000e+00|2.8957708213e-01
09/17/2014|03:00:00|9.5778052212e+00|0.0000000000e+00|3.1437057835e+00|8.5049638008e+01|1.9348199583e+00|0.0000000000e+00|2.9403102851e-01
09/17/2014|03:10:00|9.6840893395e+00|0.0000000000e+00|3.1538433698e+00|8.4788600879e+01|2.0924056050e+00|0.0000000000e+00|2.8106080691e-01
09/17/2014|03:20:00|9.9822449730e+00|0.0000000000e+00|3.0466447146e+00|8.4610282692e+01|2.0551522221e+00|8.3878543868e-04|3.0483661324e-01
09/17/2014|03:30:00|1.0206279862e+01|0.0000000000e+00|3.2152813912e+00|8.4303185815e+01|1.9663113509e+00|0.0000000000e+00|3.0894158129e-01
09/17/2014|03:40:00|9.9323055401e+00|0.0000000000e+00|3.0953605587e+00|8.4602271944e+01|2.0572785646e+00|0.0000000000e+00|3.1278339288e-01
09/17/2014|03:50:00|1.0988572018e+01|0.0000000000e+00|3.1929530679e+00|8.3263234346e+01|2.2447869917e+00|8.3963056255e-04|3.0961394561e-01
09/17/2014|04:00:00|1.0801330142e+01|0.0000000000e+00|3.0381295150e+00|8.3814070049e+01|2.0588941661e+00|0.0000000000e+00|2.8757612763e-01
09/17/2014|04:10:00|9.8727502792e+00|0.0000000000e+00|3.0562134670e+00|8.4720650756e+01|2.0688674335e+00|0.0000000000e+00|2.8151806398e-01
09/17/2014|04:20:00|1.0242893127e+01|1.0070671378e-01|3.2069207529e+00|8.4064472332e+01|2.0794197862e+00|9.2266398255e-04|3.0466462420e-01
09/17/2014|04:30:00|9.7929695946e+00|0.0000000000e+00|3.0769720084e+00|8.4951954766e+01|1.8951305028e+00|0.0000000000e+00|2.8297312870e-01
09/17/2014|04:40:00|9.5710052407e+00|0.0000000000e+00|3.0604580766e+00|8.5134246043e+01|1.9461868524e+00|8.4047739116e-04|2.8726330956e-01
09/17/2014|04:50:00|9.8736463555e+00|0.0000000000e+00|3.0788924430e+00|8.4794804173e+01|1.9805650938e+00|0.0000000000e+00|2.7209193430e-01
09/17/2014|05:00:00|9.7940333330e+00|0.0000000000e+00|3.0927734245e+00|8.4875410084e+01|1.9457010101e+00|0.0000000000e+00|2.9208214877e-01
