Date|Time|racc|rbyt|wacc|wbyt
09/17/2014|00:00:00|2.2002112982e+03|7.9426995106e+07|2.7635833333e+02|1.4672418627e+06
09/17/2014|00:10:00|2.2466344561e+03|7.8333260382e+07|3.9324332456e+02|3.4417567933e+06
09/17/2014|00:20:00|3.7280643684e+03|1.2644724220e+08|3.6540214912e+02|2.2546888578e+06
09/17/2014|00:30:00|3.2447155893e+03|8.0842832297e+07|3.6137946252e+02|1.9433231887e+06
09/17/2014|00:40:00|3.2727418182e+03|8.9982695339e+07|4.4361173844e+02|3.4436212731e+06
09/17/2014|00:50:00|3.9784519453e+03|1.1955498671e+08|4.6796740896e+02|2.5957244912e+06
09/17/2014|01:00:00|3.2806564630e+03|8.1765449740e+07|5.1018121465e+02|2.7633883259e+06
09/17/2014|01:10:00|2.7635450000e+03|7.2705972309e+07|6.3945516667e+02|5.5703141547e+06
09/17/2014|01:20:00|2.4724391842e+03|6.2505796276e+07|4.6599256140e+02|2.4344086142e+06
09/17/2014|01:30:00|2.7199888158e+03|8.6239584375e+07|4.0838935526e+02|1.9314539992e+06
09/17/2014|01:40:00|2.1758884167e+03|6.9249719616e+07|4.4338416667e+02|3.4590140160e+06
09/17/2014|01:50:00|2.0176736679e+03|6.8738085204e+07|3.7152381858e+02|1.9866227331e+06
09/17/2014|02:00:00|2.4096615821e+03|6.9265490284e+07|4.6865151475e+02|3.7516449576e+06
09/17/2014|02:10:00|2.0172786890e+03|5.5515044791e+07|5.1075955383e+02|3.3870304792e+06
09/17/2014|02:20:00|1.6876317464e+03|4.9072590850e+07|4.5255795056e+02|3.1280635795e+06
09/17/2014|02:30:00|1.9192448190e+03|6.5573267821e+07|4.3274247368e+02|2.1216808960e+06
09/17/2014|02:40:00|1.6050972456e+03|5.2187480964e+07|3.5730177193e+02|1.7401739093e+06
09/17/2014|02:50:00|2.5890819167e+03|8.8901006080e+07|5.1452666667e+02|3.8481052587e+06
09/17/2014|03:00:00|1.9444164167e+03|6.3000959019e+07|5.4873233333e+02|2.8451529387e+06
09/17/2014|03:10:00|2.1167158620e+03|7.2641039155e+07|4.5165009569e+02|4.5331977577e+06
09/17/2014|03:20:00|1.7567252213e+03|4.9314021666e+07|3.9152198764e+02|2.1140546797e+06
09/17/2014|03:30:00|1.9795193904e+03|4.5480921968e+07|4.4821497807e+02|2.4288809903e+06
09/17/2014|03:40:00|3.3385622305e+03|8.8762369464e+07|4.7122973285e+02|5.0480512151e+06
09/17/2014|03:50:00|3.3397511906e+03|9.2626324831e+07|4.3992539872e+02|4.5347848966e+06
09/17/2014|04:00:00|2.8365040175e+03|8.1001717428e+07|3.3840963158e+02|1.8584092429e+06
09/17/2014|04:10:00|2.6017097895e+03|7.1896177610e+07|2.6777218421e+02|1.5489154156e+06
09/17/2014|04:20:00|2.5140719649e+03|7.2218002351e+07|2.6120821930e+02|1.4620276233e+06
09/17/2014|04:30:00|1.7257821667e+03|5.3248253644e+07|3.4674427193e+02|2.9731861468e+06
09/17/2014|04:40:00|3.8297414035e+02|5.7025287613e+06|3.4944674561e+02|1.4518061272e+06
09/17/2014|04:50:00|1.3639847763e+03|4.4622886535e+07|4.4543875439e+02|2.0446510462e+06
09/17/2014|05:00:00|2.1243558289e+03|6.6509325361e+07|3.8437819298e+02|2.6580038939e+06
09/17/2014|05:10:00|1.0289539211e+03|2.6721975972e+07|4.4925247368e+02|4.7894295354e+06
09/17/2014|05:20:00|6.5986829825e+02|1.2251372012e+07|4.7889280702e+02|2.4716972822e+06
09/17/2014|05:30:00|7.2427589474e+02|1.6201964041e+07|3.7869247368e+02|2.0411819745e+06
09/17/2014|05:40:00|8.2033833333e+02|2.3201526321e+07|4.0456281579e+02|3.2853927253e+06
09/17/2014|05:50:00|1.1254195877e+03|3.4346594897e+07|4.2471399123e+02|2.0548046596e+06
09/17/2014|06:00:00|1.2105519693e+03|3.6689515572e+07|3.9604516228e+02|2.2393839450e+06
09/17/2014|06:10:00|9.4603618301e+02|2.3709935527e+07|4.6896394298e+02|2.7764395943e+06
09/17/2014|06:20:00|1.8989210670e+03|5.1284413999e+07|4.4536672368e+02|3.4956413871e+06
09/17/2014|06:30:00|3.0920011404e+03|6.5346903875e+07|4.1903231140e+02|2.4540255955e+06
09/17/2014|06:40:00|2.3272146930e+03|5.0641212903e+07|6.1567610526e+02|4.5400389165e+06
09/17/2014|06:50:00|1.8821737500e+03|3.4018032555e+07|4.3632866667e+02|2.3783782827e+06
09/17/2014|07:00:00|1.6468653943e+03|2.5348417755e+07|4.7646179107e+02|2.7269290526e+06
09/17/2014|07:10:00|1.5974593557e+03|2.9145772965e+07|5.5701837560e+02|5.5273186701e+06
09/17/2014|07:20:00|1.3048815412e+03|2.1386192918e+07|5.4330009175e+02|2.7873086716e+06
09/17/2014|07:30:00|6.9968625042e+02|1.4274526378e+07|4.3790794992e+02|3.6202836698e+06
09/17/2014|07:40:00|8.5592387500e+02|2.3558127211e+07|3.8290279167e+02|2.1173688533e+06
09/17/2014|07:50:00|8.9993471930e+02|2.4434172804e+07|4.3587652632e+02|2.6017487854e+06
09/17/2014|08:00:00|8.3363578070e+02|1.9681913297e+07|3.7836147368e+02|3.6696419346e+06
09/17/2014|08:10:00|1.0460581053e+03|3.0944413537e+07|4.3464211404e+02|3.4263328382e+06
09/17/2014|08:20:00|3.9114289234e+02|5.4199311666e+06|3.3461102791e+02|1.9101396860e+06
09/17/2014|08:30:00|5.4073161643e+02|9.2348335301e+06|2.8696081419e+02|1.9881635550e+06
09/17/2014|08:40:00|3.8870347368e+02|6.7104163436e+06|3.5610442982e+02|3.7064206013e+06
09/17/2014|08:50:00|3.2224518900e+02|3.9598735295e+06|3.4100954067e+02|3.0390064469e+06
09/17/2014|09:00:00|4.7730209829e+02|1.0806653280e+07|2.9650103170e+02|1.7915845527e+06
09/17/2014|09:10:00|5.7527534191e+02|1.6601570146e+07|3.2761621711e+02|3.7748924392e+06
09/17/2014|09:20:00|9.6250476555e+02|1.1171469236e+07|8.6456920175e+02|3.0408786418e+06
09/17/2014|09:30:00|1.6766239035e+03|2.5091866651e+07|5.3502188596e+02|2.5028043722e+06
09/17/2014|09:40:00|1.3071746140e+03|2.4774688229e+07|1.7702549123e+02|1.9727186414e+06
09/17/2014|09:50:00|1.1521265096e+03|1.5528053944e+07|1.6977371611e+02|9.4692959663e+05
09/17/2014|10:00:00|1.5537204545e+03|2.6864174958e+07|2.4546481659e+02|4.7380347427e+06
09/17/2014|10:10:00|1.2189907376e+03|1.6319307078e+07|1.5823120415e+02|9.3900772522e+05
09/17/2014|10:20:00|8.1168368421e+02|1.3724857043e+07|1.7255885965e+02|9.4348382316e+05
09/17/2014|10:30:00|5.7908655901e+02|1.2202542826e+07|1.8425884370e+02|1.1042299276e+06
09/17/2014|10:40:00|2.5696311643e+02|3.6760768265e+06|1.3912812121e+02|7.2765931871e+05
09/17/2014|10:50:00|3.1509193860e+02|3.8683371048e+06|1.2915401754e+02|7.1780277670e+05
09/17/2014|11:00:00|3.4016600000e+02|4.8709439978e+06|1.2691499123e+02|8.5298127719e+05
09/17/2014|11:10:00|7.2067290351e+02|2.1067838334e+07|1.7572731579e+02|2.8471990658e+06
09/17/2014|11:20:00|5.2090679904e+02|8.7912322176e+06|1.3499074561e+02|7.6840959551e+05
09/17/2014|11:30:00|1.5964982624e+03|5.8551392488e+07|1.3344550000e+02|7.5508750821e+05
09/17/2014|11:40:00|1.0491569386e+03|3.9203107211e+07|1.1896332456e+02|6.0234632533e+05
09/17/2014|11:50:00|5.2733587560e+02|1.4549566808e+07|1.2038258692e+02|7.4104443427e+05
09/17/2014|12:00:00|3.2634703349e+02|5.7175459971e+06|1.3584488038e+02|8.0788890743e+05
09/17/2014|12:10:00|2.3548045933e+02|3.1269761862e+06|1.0462562041e+02|8.3320979598e+05
09/17/2014|12:20:00|1.1272715175e+03|1.2082241819e+07|1.3635690351e+02|1.6054999759e+06
09/17/2014|12:30:00|1.6451965175e+03|2.2727959327e+07|1.4569028947e+02|9.4081564744e+05
09/17/2014|12:40:00|1.2003286826e+03|2.0862657407e+07|1.9530162839e+02|1.2804509017e+06
09/17/2014|12:50:00|1.1872183788e+03|1.7306882303e+07|1.1670631021e+02|7.8092870022e+05
09/17/2014|13:00:00|5.8744127193e+02|1.0808326674e+07|1.3472793860e+02|8.9854154554e+05
09/17/2014|13:10:00|6.4125527632e+02|1.1148792399e+07|1.8988750658e+02|3.7236909114e+06
09/17/2014|13:20:00|2.4076459211e+02|3.1130435166e+06|1.0896924781e+02|6.2809762807e+05
09/17/2014|13:30:00|2.1612689474e+02|2.5221619155e+06|1.2284153509e+02|7.4103846625e+05
09/17/2014|13:40:00|1.6271195614e+02|1.4849434364e+06|1.1420359649e+02|8.5560111607e+05
09/17/2014|13:50:00|2.8098402632e+02|3.4523866902e+06|9.6664412281e+01|5.8671180351e+05
09/17/2014|14:00:00|2.2142798904e+02|2.5744190866e+06|1.4524425000e+02|8.1656267677e+05
09/17/2014|14:10:00|1.4240747588e+02|1.2843551225e+06|7.2325302632e+01|4.9449492884e+05
09/17/2014|14:20:00|2.1130202412e+02|2.6505257521e+06|6.0819572368e+01|4.6901480982e+05
09/17/2014|14:30:00|1.8237504167e+02|1.7187810987e+06|7.4720541667e+01|5.3987918933e+05
09/17/2014|14:40:00|1.4046478589e+02|1.2397636742e+06|7.5613685805e+01|4.5034114062e+05
09/17/2014|14:50:00|2.0093425359e+02|2.4337702665e+06|5.6727796651e+01|4.3055841419e+05
09/17/2014|15:00:00|2.0305304306e+02|2.9446931394e+06|6.2520058214e+01|4.5669079130e+05
09/17/2014|15:10:00|5.4158883413e+02|8.1745843972e+06|5.3287250997e+01|4.4939642723e+05
09/17/2014|15:20:00|1.4509582083e+03|5.1340607019e+07|5.5034375000e+01|4.2738402133e+05
09/17/2014|15:30:00|1.5275495833e+02|1.4557353791e+06|5.5761043860e+01|4.2811796323e+05
09/17/2014|15:40:00|1.8431229825e+02|2.6015778807e+06|5.8666833333e+01|3.8331375832e+05
09/17/2014|15:50:00|1.9753853509e+02|3.0162380935e+06|5.4767105263e+01|4.4855863691e+05
09/17/2014|16:00:00|1.4644771053e+02|1.3736599534e+06|5.8863938596e+01|4.4158295130e+05
09/17/2014|16:10:00|5.3908687281e+02|1.4593062656e+07|4.8396491228e+02|1.5249577730e+07
09/17/2014|16:20:00|4.1411542544e+02|1.2447667452e+07|7.4457008772e+01|7.8552038175e+05
09/17/2014|16:30:00|1.4834152632e+02|1.3812965547e+06|6.4642684211e+01|6.4357956267e+05
09/17/2014|16:40:00|1.5541731579e+02|2.8943174692e+06|7.0450701754e+01|5.8084702316e+05
09/17/2014|16:50:00|1.4018073246e+02|1.3125251593e+06|9.8485480263e+01|9.7144328309e+05
09/17/2014|17:00:00|2.3882079167e+02|5.1634932693e+06|7.3700208333e+01|5.4436356267e+05
