Date|Time|racc|rbyt|wacc|wbyt
09/17/2014|00:00:00|1.4112500000e-01|5.7804800000e+02|1.6453904167e+02|2.1701249707e+06
09/17/2014|00:10:00|1.1754166667e-01|4.8145066667e+02|1.6747679167e+02|2.2210223787e+06
09/17/2014|00:20:00|8.9208333333e-02|3.6539733333e+02|1.6088045833e+02|2.1613431467e+06
09/17/2014|00:30:00|2.8333333333e-02|1.1605333333e+02|1.6489250000e+02|2.1801664853e+06
09/17/2014|00:40:00|5.0000000000e-02|2.0480000000e+02|1.6798600000e+02|2.1996190720e+06
09/17/2014|00:50:00|1.0862280702e-01|4.4491901754e+02|1.6495572807e+02|2.2139211273e+06
09/17/2014|01:00:00|3.6293859649e-02|1.4865964912e+02|1.6389568860e+02|2.1740810060e+06
09/17/2014|01:10:00|3.0083333333e-02|1.2322133333e+02|1.6525583333e+02|2.1829149013e+06
09/17/2014|01:20:00|1.9125000000e-02|7.8336000000e+01|1.5638883333e+02|2.1106587307e+06
09/17/2014|01:30:00|5.6500000000e-02|2.3142400000e+02|1.5926120833e+02|2.1624306347e+06
09/17/2014|01:40:00|6.2708333333e-02|2.5685333333e+02|1.5782950000e+02|2.1393332907e+06
09/17/2014|01:50:00|2.3333333333e-02|9.5573333333e+01|1.6641737500e+02|2.2749827413e+06
09/17/2014|02:00:00|3.1583333333e-02|1.2936533333e+02|1.6118141667e+02|2.1885771093e+06
09/17/2014|02:10:00|1.0754166667e-01|4.4049066667e+02|1.5713595833e+02|2.0965051733e+06
09/17/2014|02:20:00|7.9208333333e-02|3.2443733333e+02|1.6115041667e+02|2.1439418027e+06
09/17/2014|02:30:00|1.8333333333e-02|1.1605333333e+02|1.6151354167e+02|2.1849216000e+06
09/17/2014|02:40:00|9.0708333333e-02|3.7154133333e+02|1.6301712500e+02|2.1835948373e+06
09/17/2014|02:50:00|1.1166666667e-01|4.5738666667e+02|1.5735262500e+02|2.1432968533e+06
09/17/2014|03:00:00|1.3508333333e-01|5.5330133333e+02|1.5519675000e+02|2.1378397867e+06
09/17/2014|03:10:00|1.4475000000e-01|5.9289600000e+02|1.6239666667e+02|2.1869673813e+06
09/17/2014|03:20:00|1.2025000000e-01|4.9254400000e+02|1.5966883333e+02|2.1535332693e+06
09/17/2014|03:30:00|9.0791666667e-02|3.7188266667e+02|1.6077183333e+02|2.1541766827e+06
09/17/2014|03:40:00|1.2825000000e-01|5.2531200000e+02|1.6173912500e+02|2.1835782827e+06
09/17/2014|03:50:00|4.7625000000e-02|1.9507200000e+02|1.6189120833e+02|2.1555747840e+06
09/17/2014|04:00:00|2.4208333333e-02|9.9157333333e+01|1.6262491667e+02|2.1537754453e+06
09/17/2014|04:10:00|4.5708333333e-02|1.8722133333e+02|1.6425175000e+02|2.1615356587e+06
09/17/2014|04:20:00|3.6391250000e+00|1.4926336000e+04|1.6218375000e+02|2.1790858240e+06
09/17/2014|04:30:00|1.2492460317e-01|5.1169117460e+02|1.6561435714e+02|2.2088458809e+06
09/17/2014|04:40:00|1.0507539683e-01|4.3038882540e+02|1.6089660119e+02|2.1678765511e+06
09/17/2014|04:50:00|1.2912500000e-01|5.2889600000e+02|1.5851087500e+02|2.1179200853e+06
09/17/2014|05:00:00|1.2929166667e-01|5.2957866667e+02|1.5694895833e+02|2.1078306133e+06
09/17/2014|05:10:00|1.3254166667e-01|5.4289066667e+02|1.6164791667e+02|2.1301913600e+06
09/17/2014|05:20:00|1.1579166667e-01|4.7428266667e+02|1.5393050000e+02|2.0689385813e+06
09/17/2014|05:30:00|1.0500000000e-01|4.3008000000e+02|1.5155929167e+02|2.0160779947e+06
09/17/2014|05:40:00|9.5875000000e-02|3.9270400000e+02|1.5333145833e+02|2.0588204373e+06
09/17/2014|05:50:00|1.3158333333e-01|5.3896533333e+02|1.5309629167e+02|2.0698803200e+06
09/17/2014|06:00:00|1.1491666667e-01|4.7069866667e+02|1.5327825000e+02|2.0721908053e+06
09/17/2014|06:10:00|1.2183333333e-01|4.9902933333e+02|1.5655562500e+02|2.0938490880e+06
09/17/2014|06:20:00|9.2458333333e-02|3.7870933333e+02|1.5513908333e+02|2.0892066133e+06
09/17/2014|06:30:00|1.1229166667e-01|4.5994666667e+02|1.5920362500e+02|2.1373141333e+06
09/17/2014|06:40:00|1.0683333333e-01|4.3758933333e+02|1.6217912500e+02|2.1621524480e+06
09/17/2014|06:50:00|9.5703947368e-02|3.9200336842e+02|1.6531043202e+02|2.2092639124e+06
09/17/2014|07:00:00|3.2712719298e-02|2.4321796491e+02|1.5896381798e+02|2.1446004502e+06
09/17/2014|07:10:00|6.3331140351e-02|2.5940435088e+02|1.6285313816e+02|2.1766246522e+06
09/17/2014|07:20:00|7.6491228070e-02|3.1330807018e+02|1.6139971930e+02|2.1316699588e+06
09/17/2014|07:30:00|1.1509429825e-01|4.7142624561e+02|1.6169722588e+02|2.1379447916e+06
09/17/2014|07:40:00|1.1420833333e-01|4.6779733333e+02|1.6491470833e+02|2.1954870613e+06
09/17/2014|07:50:00|8.7375000000e-02|3.5788800000e+02|1.6537433333e+02|2.1853788160e+06
09/17/2014|08:00:00|1.3166666667e-01|5.3930666667e+02|1.6774175000e+02|2.2687173973e+06
09/17/2014|08:10:00|6.3500000000e-02|2.6009600000e+02|1.6597845833e+02|2.1968759467e+06
09/17/2014|08:20:00|4.3212301587e-02|1.7699758730e+02|1.6180771230e+02|2.1723606309e+06
