Date|Time|in|out|pktin|pktout
09/16/2014|23:50:00|8.5762668421e+02|8.6790892982e+02|7.9440438596e+00|8.3164473684e+00
09/17/2014|00:00:00|8.5459955742e+02|8.7488525518e+02|7.8967795056e+00|8.3904457735e+00
09/17/2014|00:10:00|8.5693040750e+02|8.5201332376e+02|7.9468696172e+00|8.1021244019e+00
09/17/2014|00:20:00|8.4625336842e+02|8.4535221053e+02|7.8301578947e+00|8.0206315789e+00
09/17/2014|00:30:00|8.5794256140e+02|8.6564352632e+02|7.9461929825e+00|8.2600614035e+00
09/17/2014|00:40:00|8.3925080383e+02|8.8139003509e+02|7.6922472089e+00|8.5006570973e+00
09/17/2014|00:50:00|8.3323424630e+02|8.5443216332e+02|7.6455009114e+00|8.1495987507e+00
09/17/2014|01:00:00|8.2591845865e+02|8.7749255597e+02|7.5272694236e+00|8.4624020468e+00
09/17/2014|01:10:00|8.4710654386e+02|8.7714664912e+02|7.8009210526e+00|8.4261842105e+00
09/17/2014|01:20:00|8.3047383083e+02|8.6430435046e+02|7.6056230159e+00|8.2754454887e+00
09/17/2014|01:30:00|8.3593922180e+02|8.6083973726e+02|7.6747278613e+00|8.2321246867e+00
09/17/2014|01:40:00|8.5588575439e+02|8.7144150877e+02|7.9128991228e+00|8.3474824561e+00
09/17/2014|01:50:00|8.4823698246e+02|8.6128475439e+02|7.8264692982e+00|8.2237017544e+00
09/17/2014|02:00:00|8.3744710526e+02|8.6567054386e+02|7.6863245614e+00|8.3068684211e+00
09/17/2014|02:10:00|8.3972095990e+02|8.6006944779e+02|7.7315751880e+00|8.2448266500e+00
09/17/2014|02:20:00|8.4418061905e+02|8.4803967063e+02|7.7897976190e+00|8.0545615079e+00
09/17/2014|02:30:00|8.4220314035e+02|8.6447056579e+02|7.7537236842e+00|8.2942434211e+00
09/17/2014|02:40:00|8.5503803425e+02|8.7271193818e+02|7.9002326650e+00|8.3704569758e+00
09/17/2014|02:50:00|8.5118050961e+02|8.4426646533e+02|7.8834954052e+00|8.0091131997e+00
09/17/2014|03:00:00|8.4224961404e+02|8.7057426316e+02|7.7423508772e+00|8.3630087719e+00
09/17/2014|03:10:00|8.2389744779e+02|8.7407412072e+02|7.5154632414e+00|8.4331359649e+00
09/17/2014|03:20:00|8.1551044695e+02|8.6482003718e+02|7.4177823726e+00|8.3116447368e+00
09/17/2014|03:30:00|8.2778292982e+02|8.7206814035e+02|7.5601666667e+00|8.3971929825e+00
09/17/2014|03:40:00|8.7076332957e+02|8.8601946533e+02|8.0775628655e+00|8.5158011696e+00
09/17/2014|03:50:00|8.3941841270e+02|8.4670861111e+02|7.7411111111e+00|8.0541547619e+00
09/17/2014|04:00:00|8.5360115246e+02|8.5355930952e+02|7.9074049708e+00|8.1324914369e+00
09/17/2014|04:10:00|8.5506229825e+02|8.5404259649e+02|7.9298508772e+00|8.1292280702e+00
09/17/2014|04:20:00|8.4564316906e+02|8.5875257018e+02|7.8026204147e+00|8.2029413876e+00
09/17/2014|04:30:00|8.1955334848e+02|8.6391008333e+02|7.4683181818e+00|8.3100037879e+00
09/17/2014|04:40:00|8.5315867544e+02|8.7431531140e+02|7.8767982456e+00|8.3957214912e+00
09/17/2014|04:50:00|8.2822760234e+02|8.5068544653e+02|7.5993366750e+00|8.1371296992e+00
09/17/2014|05:00:00|8.4056495906e+02|8.7693274645e+02|7.7143124478e+00|8.4508264411e+00
09/17/2014|05:10:00|8.3960177193e+02|8.6658738596e+02|7.7238684211e+00|8.3079561404e+00
09/17/2014|05:20:00|8.3886107059e+02|8.6457216917e+02|7.7113230994e+00|8.2753205931e+00
09/17/2014|05:30:00|8.4637217502e+02|8.6815842732e+02|7.7942646199e+00|8.3409776525e+00
09/17/2014|05:40:00|8.4294956140e+02|8.6260205263e+02|7.7638684211e+00|8.2573245614e+00
09/17/2014|05:50:00|8.3492906516e+02|8.5654344069e+02|7.6704582289e+00|8.1839914369e+00
09/17/2014|06:00:00|8.4040863659e+02|8.5536206809e+02|7.7475154553e+00|8.1795699666e+00
