Date|Time|cpuusr|cpunic|cpusys|cpuidl|cpuiow|prochirq|procsirq
09/16/2014|23:50:00|2.7172177367e-01|0.0000000000e+00|2.9387819716e-01|9.9381756260e+01|4.0051380338e-03|2.5346339519e-04|3.7574432071e-03
09/17/2014|00:00:00|2.8888236894e-01|0.0000000000e+00|3.5313016915e-01|9.9279118946e+01|6.2298059596e-03|3.7300138103e-04|9.9923339962e-03
09/17/2014|00:10:00|2.8311698338e-01|0.0000000000e+00|3.3671454241e-01|9.9326503816e+01|6.1782396935e-03|1.3338468253e-04|5.2636030039e-03
09/17/2014|00:20:00|2.8383823572e-01|0.0000000000e+00|3.2328934132e-01|9.9350323455e+01|7.2431833773e-03|8.3440671845e-05|2.4412254448e-03
09/17/2014|00:30:00|2.7241730444e-01|0.0000000000e+00|3.1220527446e-01|9.9372929251e+01|4.7925733022e-03|1.6371604453e-04|2.8342238903e-03
09/17/2014|00:40:00|2.7172826623e-01|0.0000000000e+00|3.0872110295e-01|9.9377401668e+01|5.8659000808e-03|1.3018416223e-04|2.6371105229e-03
09/17/2014|00:50:00|2.7622684356e-01|0.0000000000e+00|3.2070903905e-01|9.9355345547e+01|5.7210812660e-03|1.6674484691e-04|3.7009490769e-03
09/17/2014|01:00:00|2.6938424916e-01|0.0000000000e+00|2.8277300739e-01|9.9403814600e+01|6.0819923364e-03|2.0234969086e-04|3.4050844485e-03
09/17/2014|01:10:00|3.0085863283e-01|0.0000000000e+00|3.5536121938e-01|9.9298271197e+01|5.2951635075e-03|8.0103882087e-05|3.2774703823e-03
09/17/2014|01:20:00|2.8404710268e-01|0.0000000000e+00|3.2553108608e-01|9.9352359394e+01|4.4364007547e-03|1.3128550489e-04|2.5852457702e-03
09/17/2014|01:30:00|2.7827636665e-01|0.0000000000e+00|3.1304439109e-01|9.9371080892e+01|4.6501742252e-03|4.1078221149e-05|2.7746363734e-03
09/17/2014|01:40:00|2.8505689896e-01|0.0000000000e+00|3.2299967121e-01|9.9354200959e+01|6.7945469075e-03|1.2268239214e-04|2.2148221510e-03
09/17/2014|01:50:00|2.7708294966e-01|0.0000000000e+00|3.1535174294e-01|9.9364397358e+01|8.0329580428e-03|1.2233605497e-04|2.6361401614e-03
09/17/2014|02:00:00|2.8423187800e-01|0.0000000000e+00|3.2604685408e-01|9.9332767751e+01|5.9444606357e-03|1.2116732423e-04|5.8496186988e-03
09/17/2014|02:10:00|2.7782817247e-01|0.0000000000e+00|2.9798885555e-01|9.9370822406e+01|5.6822689141e-03|4.2057804246e-05|4.5921996194e-03
09/17/2014|02:20:00|3.0071537922e-01|0.0000000000e+00|3.6274966346e-01|9.9287718242e+01|6.9680403341e-03|1.7210928599e-04|3.9770054698e-03
09/17/2014|02:30:00|2.7423317249e-01|0.0000000000e+00|3.1491629096e-01|9.9364226231e+01|6.5188957872e-03|8.0792618106e-05|2.4308758404e-03
09/17/2014|02:40:00|2.6927339682e-01|0.0000000000e+00|3.0696465004e-01|9.9369383382e+01|2.2147294010e-02|8.4175975623e-05|2.2045581337e-03
09/17/2014|02:50:00|2.8605997920e-01|0.0000000000e+00|3.2349034195e-01|9.9345747321e+01|4.7486529524e-03|1.7428559783e-04|3.9485528888e-03
09/17/2014|03:00:00|2.8384730841e-01|0.0000000000e+00|3.2668952170e-01|9.9337302842e+01|1.1358219583e-02|4.0573218430e-05|3.7636568207e-03
09/17/2014|03:10:00|2.8022996696e-01|0.0000000000e+00|3.1120202932e-01|9.9369796705e+01|6.0819910445e-03|1.2971366288e-04|2.4075082963e-03
09/17/2014|03:20:00|2.6520808972e-01|0.0000000000e+00|2.9517330607e-01|9.9394499971e+01|5.8862183539e-03|1.2062702427e-04|3.4372304403e-03
09/17/2014|03:30:00|2.8324086806e-01|0.0000000000e+00|3.4869211035e-01|9.9313894949e+01|6.3892435927e-03|4.1765860586e-05|4.1662881714e-03
09/17/2014|03:40:00|2.7927067565e-01|0.0000000000e+00|3.1350667251e-01|9.9361259771e+01|4.9700633146e-03|1.6862681335e-04|2.9646167750e-03
09/17/2014|03:50:00|2.9051693524e-01|0.0000000000e+00|3.2379393693e-01|9.9336572625e+01|5.4622799794e-03|3.3500189459e-04|3.5394677085e-03
09/17/2014|04:00:00|2.9636307031e-01|0.0000000000e+00|3.3499872548e-01|9.9308198022e+01|5.7739704868e-03|1.2220353094e-04|5.5235486801e-03
09/17/2014|04:10:00|2.9174482924e-01|0.0000000000e+00|3.3132125001e-01|9.9321780926e+01|6.4329103797e-03|1.7139704835e-04|4.7552545556e-03
09/17/2014|04:20:00|2.7867488209e-01|0.0000000000e+00|3.0840395967e-01|9.9363185371e+01|4.9722344648e-03|1.6018069968e-04|3.6422601096e-03
09/17/2014|04:30:00|2.9296136226e-01|0.0000000000e+00|3.2816024859e-01|9.9325522526e+01|5.3630484540e-03|2.5305786246e-04|3.9864808590e-03
09/17/2014|04:40:00|2.7927207240e-01|0.0000000000e+00|3.3459525880e-01|9.9337521340e+01|5.7090554514e-03|2.5484363480e-04|3.5593241937e-03
09/17/2014|04:50:00|2.7351322799e-01|0.0000000000e+00|3.1786322979e-01|9.9356184494e+01|8.7247784685e-03|1.6671141918e-04|3.9399399467e-03
09/17/2014|05:00:00|2.7966799401e-01|0.0000000000e+00|3.1629828462e-01|9.9353054044e+01|5.3410998205e-03|2.4362307118e-04|4.3126492326e-03
09/17/2014|05:10:00|2.8536076026e-01|0.0000000000e+00|3.2860463610e-01|9.9339054650e+01|5.5254282499e-03|9.3886088904e-05|3.2343419286e-03
09/17/2014|05:20:00|2.8260963914e-01|0.0000000000e+00|3.2658763141e-01|9.9340352470e+01|5.0093250834e-03|1.2801561086e-04|3.6388474206e-03
09/17/2014|05:30:00|3.1276393595e-01|0.0000000000e+00|3.2676715481e-01|9.9281993651e+01|3.2875450559e-02|8.4230210816e-05|3.5665636084e-03
09/17/2014|05:40:00|2.8065551028e-01|0.0000000000e+00|3.2166634589e-01|9.9349760770e+01|5.9415714596e-03|1.6409094837e-04|4.2399875628e-03
09/17/2014|05:50:00|2.8737359756e-01|0.0000000000e+00|3.3524916327e-01|9.9326456709e+01|5.6338046773e-03|1.2692051458e-04|4.0959428039e-03
09/17/2014|06:00:00|2.8823240772e-01|0.0000000000e+00|3.3239127037e-01|9.9321839282e+01|5.3220554095e-03|8.3808926524e-05|5.0121859388e-03
09/17/2014|06:10:00|2.7775193231e-01|0.0000000000e+00|3.2284089441e-01|9.9344481282e+01|7.3057308663e-03|1.2494903492e-04|4.3104933003e-03
09/17/2014|06:20:00|2.7678791395e-01|0.0000000000e+00|3.2128986607e-01|9.9351549431e+01|6.2174437508e-03|1.6548682305e-04|3.6352400662e-03
09/17/2014|06:30:00|2.7204850387e-01|0.0000000000e+00|3.1644509592e-01|9.9359554041e+01|6.0962020653e-03|1.7048499997e-04|4.3039599338e-03
09/17/2014|06:40:00|2.9368366498e-01|0.0000000000e+00|3.1133803116e-01|9.9341322125e+01|8.0605865277e-03|2.1140291343e-04|4.0640794355e-03
