Date|Time|racc|rbyt|wacc|wbyt
09/16/2014|23:50:00|6.8256140351e-01|1.8887230877e+03|1.1953947368e+01|1.2728597558e+05
09/17/2014|00:00:00|8.0877192982e-01|3.7555649123e+03|1.2803260965e+01|1.4282713375e+05
09/17/2014|00:10:00|7.1210526316e-01|1.8952982456e+03|1.3149712719e+01|1.3796813698e+05
09/17/2014|00:20:00|6.0122807018e-01|1.4395284211e+03|1.1952203947e+01|1.2523382568e+05
09/17/2014|00:30:00|5.7860526316e-01|1.5160769123e+03|1.2179690789e+01|1.2644096449e+05
09/17/2014|00:40:00|7.7897049442e-01|2.1687715726e+03|1.2034722089e+01|1.2494571381e+05
09/17/2014|00:50:00|6.7909090909e-01|1.7560048485e+03|1.1849878788e+01|1.2665773770e+05
09/17/2014|01:00:00|9.0543859649e-01|4.5986582456e+03|1.2624688596e+01|1.4110369684e+05
09/17/2014|01:10:00|6.4789473684e-01|1.6306750877e+03|1.3087644737e+01|1.3728469782e+05
09/17/2014|01:20:00|7.3070175439e-01|1.9680561404e+03|1.1675855263e+01|1.2441998821e+05
09/17/2014|01:30:00|7.3763157895e-01|2.1620771930e+03|1.2066853070e+01|1.2601491312e+05
09/17/2014|01:40:00|2.2649122807e+00|4.1247258947e+04|1.2866138158e+01|1.5243344842e+05
09/17/2014|01:50:00|2.0173044069e+01|1.0486652899e+05|1.3310665414e+01|1.6049101431e+05
09/17/2014|02:00:00|3.2963710317e+01|7.0790562540e+05|5.1923154762e+01|1.2270950786e+06
09/17/2014|02:10:00|6.2250000000e-01|1.6366933333e+03|1.6025083333e+01|1.6898432000e+05
09/17/2014|02:20:00|7.0583333333e-01|2.5036800000e+03|1.2269375000e+01|1.2770466133e+05
09/17/2014|02:30:00|5.5456140351e-01|1.4190484211e+03|1.2296396930e+01|1.2547013614e+05
09/17/2014|02:40:00|6.5968102073e-01|1.6787067305e+03|1.2233584131e+01|1.2676348325e+05
09/17/2014|02:50:00|5.6321590909e-01|1.2813808485e+03|1.2010143939e+01|1.2510491927e+05
09/17/2014|03:00:00|2.2346469298e+00|1.3449602246e+04|1.3506780702e+01|1.5015887495e+05
09/17/2014|03:10:00|5.5456140351e-01|1.2449684211e+03|1.3755719298e+01|1.4298075172e+05
09/17/2014|03:20:00|4.9877192982e-01|1.0214849123e+03|1.1970149123e+01|1.2587943074e+05
09/17/2014|03:30:00|6.1380382775e-01|1.6564302392e+03|1.2351972089e+01|1.2604224102e+05
09/17/2014|03:40:00|5.7409090909e-01|1.3259248485e+03|1.2211587121e+01|1.2633624824e+05
09/17/2014|03:50:00|1.5260350877e+01|2.0170302877e+05|3.4269780921e+02|4.6986418751e+06
09/17/2014|04:00:00|7.3964912281e-01|3.3427312281e+03|1.3566024123e+01|1.4908813025e+05
09/17/2014|04:10:00|7.0877192982e-01|2.7349782456e+03|1.3745835526e+01|1.4441968730e+05
09/17/2014|04:20:00|1.1228947368e+00|8.6894484211e+03|1.2092706140e+01|1.2648787537e+05
09/17/2014|04:30:00|1.0054385965e+00|9.6879382456e+03|1.2436820175e+01|1.2923320140e+05
09/17/2014|04:40:00|6.9547049442e-01|1.8270969059e+03|1.2651210128e+01|1.3065902260e+05
09/17/2014|04:50:00|9.4365231260e-01|1.3005453270e+04|1.2045842504e+01|1.2397652435e+05
