Date|Time|racc|rbyt|wacc|wbyt
09/17/2014|00:00:00|5.0202950558e-01|1.0315697608e+03|8.1666146332e+00|8.0834730258e+04
09/17/2014|00:10:00|4.9962301587e-01|1.0232279365e+03|9.4405734127e+00|9.2552624762e+04
09/17/2014|00:20:00|5.0143838764e-01|1.0300178179e+03|8.3068542189e+00|7.9023820992e+04
09/17/2014|00:30:00|5.0060526316e-01|1.0255809123e+03|7.9497390351e+00|7.4141911579e+04
09/17/2014|00:40:00|4.9920833333e-01|1.0223786667e+03|7.9466666667e+00|7.4324757333e+04
09/17/2014|00:50:00|5.2701973684e-01|1.2158697544e+03|8.0515241228e+00|7.4564663018e+04
09/17/2014|01:00:00|4.9921052632e-01|1.0223831579e+03|8.0028157895e+00|7.4877206456e+04
09/17/2014|01:10:00|4.9956140351e-01|1.0231017544e+03|9.2607850877e+00|9.1303325193e+04
09/17/2014|01:20:00|4.9956140351e-01|1.0231017544e+03|8.1725482456e+00|7.7995870316e+04
09/17/2014|01:30:00|5.0166666667e-01|1.0308266667e+03|7.9940263158e+00|7.4659696281e+04
09/17/2014|01:40:00|5.0043859649e-01|1.0248982456e+03|7.8797587719e+00|7.3654748070e+04
09/17/2014|01:50:00|5.2500000000e-01|1.2083200000e+03|7.9799166667e+00|7.4140501333e+04
09/17/2014|02:00:00|5.0043859649e-01|1.0283115789e+03|7.9119122807e+00|7.4108703439e+04
09/17/2014|02:10:00|4.9918441938e-01|1.0223296909e+03|9.1635083542e+00|9.1469481704e+04
09/17/2014|02:20:00|4.9993838764e-01|1.0238738179e+03|8.1100267335e+00|7.6970020892e+04
09/17/2014|02:30:00|5.0043859649e-01|1.0248982456e+03|7.8300109649e+00|7.3571516632e+04
09/17/2014|02:40:00|5.0000000000e-01|1.0240000000e+03|7.8101666667e+00|7.3427114667e+04
09/17/2014|02:50:00|5.2622807018e-01|1.2142484211e+03|8.0734627193e+00|7.5516784281e+04
09/17/2014|03:00:00|5.0307748538e-01|1.1032017377e+03|8.0943170426e+00|7.8252515021e+04
09/17/2014|03:10:00|5.1113304094e-01|1.1889414202e+03|9.9204022556e+00|1.1224244751e+05
