Date|Time|cpuusr|cpunic|cpusys|cpuidl|cpuiow|prochirq|procsirq
09/17/2014|00:00:00|1.3919878072e-01|0.0000000000e+00|1.0426230468e-01|9.9725875957e+01|2.2951510812e-02|0.0000000000e+00|2.5498368800e-04
09/17/2014|00:10:00|1.3228678875e-01|0.0000000000e+00|9.5538831168e-02|9.9735193604e+01|2.7970406933e-02|0.0000000000e+00|2.4875301647e-04
09/17/2014|00:20:00|1.3646174909e-01|0.0000000000e+00|1.0238331818e-01|9.9725113287e+01|2.8284091782e-02|0.0000000000e+00|2.9263760262e-04
09/17/2014|00:30:00|1.4076410210e-01|0.0000000000e+00|1.2353649414e-01|9.9700159378e+01|2.7683465247e-02|0.0000000000e+00|2.5238969136e-04
09/17/2014|00:40:00|1.4047957950e-01|0.0000000000e+00|1.2357793621e-01|9.9696831079e+01|3.2363135603e-02|4.1263317736e-05|2.0504069057e-04
09/17/2014|00:50:00|1.4440169948e-01|0.0000000000e+00|1.1673421242e-01|9.9703723158e+01|2.7481356940e-02|0.0000000000e+00|2.1251724289e-04
09/17/2014|01:00:00|1.4869963407e-01|0.0000000000e+00|1.1703132271e-01|9.9707375722e+01|1.8704164167e-02|0.0000000000e+00|1.6337929076e-04
09/17/2014|01:10:00|1.4823018742e-01|0.0000000000e+00|1.1539438896e-01|9.9683675688e+01|4.3982177050e-02|0.0000000000e+00|3.0083657314e-04
09/17/2014|01:20:00|1.4293244055e-01|0.0000000000e+00|1.1192272846e-01|9.9713751866e+01|2.3886159800e-02|0.0000000000e+00|2.0661543750e-04
09/17/2014|01:30:00|1.4269407728e-01|0.0000000000e+00|1.1234236979e-01|9.9700668832e+01|3.7100271089e-02|0.0000000000e+00|3.3548665011e-04
09/17/2014|01:40:00|1.3964739019e-01|0.0000000000e+00|1.1085922569e-01|9.9717451021e+01|2.4559470776e-02|8.5003655157e-05|1.2377878995e-04
09/17/2014|01:50:00|1.3962828169e-01|0.0000000000e+00|1.1192369442e-01|9.9712744642e+01|2.6508843771e-02|0.0000000000e+00|2.9089858592e-04
09/17/2014|02:00:00|1.3993985436e-01|0.0000000000e+00|1.0992090337e-01|9.9719382804e+01|2.2028934259e-02|0.0000000000e+00|1.6418337741e-04
09/17/2014|02:10:00|1.4477913155e-01|0.0000000000e+00|1.1501082499e-01|9.9689869084e+01|3.0303605037e-02|0.0000000000e+00|4.9485507595e-04
09/17/2014|02:20:00|1.4167122063e-01|0.0000000000e+00|1.0834679301e-01|9.9703466514e+01|3.8218558457e-02|0.0000000000e+00|2.9337541584e-04
09/17/2014|02:30:00|1.3863085148e-01|0.0000000000e+00|9.8124611297e-02|9.9712600975e+01|4.3048652467e-02|0.0000000000e+00|3.3370952221e-04
09/17/2014|02:40:00|1.3590937569e-01|0.0000000000e+00|9.8347775883e-02|9.9724877451e+01|3.2689427938e-02|0.0000000000e+00|2.5075258346e-04
09/17/2014|02:50:00|1.4148106805e-01|0.0000000000e+00|1.2216555311e-01|9.9703116744e+01|2.4753043693e-02|0.0000000000e+00|2.0709233376e-04
09/17/2014|03:00:00|1.4273277122e-01|0.0000000000e+00|1.2455056520e-01|9.9706907416e+01|1.7737360090e-02|4.1339054658e-05|3.3242103796e-04
09/17/2014|03:10:00|1.4127063030e-01|0.0000000000e+00|1.1574310514e-01|9.9696608525e+01|3.8705524249e-02|0.0000000000e+00|2.9115308535e-04
09/17/2014|03:20:00|1.4338646000e-01|0.0000000000e+00|1.1302854026e-01|9.9708024036e+01|2.8254636865e-02|0.0000000000e+00|2.0782473828e-04
09/17/2014|03:30:00|1.4239024218e-01|0.0000000000e+00|1.1234138245e-01|9.9719999560e+01|1.8082303500e-02|0.0000000000e+00|2.0280673804e-04
09/17/2014|03:40:00|1.4207426362e-01|0.0000000000e+00|1.1267694884e-01|9.9700994744e+01|3.6896702900e-02|4.1558614270e-05|2.9424884960e-04
09/17/2014|03:50:00|1.4262205656e-01|0.0000000000e+00|1.1114213281e-01|9.9713791797e+01|2.4690395240e-02|0.0000000000e+00|4.1197152802e-04
09/17/2014|04:00:00|1.4188781518e-01|0.0000000000e+00|1.1067011221e-01|9.9698342193e+01|4.2003753229e-02|0.0000000000e+00|2.9781410007e-04
09/17/2014|04:10:00|1.4248790583e-01|8.6369211104e-05|1.1386242312e-01|9.9704750391e+01|2.9176623786e-02|0.0000000000e+00|3.3228130113e-04
09/17/2014|04:20:00|1.4337507006e-01|0.0000000000e+00|1.1319525761e-01|9.9709686062e+01|2.5224314130e-02|0.0000000000e+00|3.3411660800e-04
09/17/2014|04:30:00|1.4058415807e-01|0.0000000000e+00|1.1078493862e-01|9.9720594557e+01|1.8688938320e-02|0.0000000000e+00|2.9475395302e-04
09/17/2014|04:40:00|1.4016297939e-01|0.0000000000e+00|1.0824191230e-01|9.9709955793e+01|3.4591123771e-02|0.0000000000e+00|3.2743758789e-04
09/17/2014|04:50:00|1.3830294824e-01|0.0000000000e+00|9.9485517233e-02|9.9733339386e+01|1.9985480525e-02|0.0000000000e+00|2.0514545561e-04
09/17/2014|05:00:00|1.3500413038e-01|0.0000000000e+00|9.5587439177e-02|9.9741769212e+01|1.8505237368e-02|0.0000000000e+00|2.5324368936e-04
09/17/2014|05:10:00|1.4135805021e-01|0.0000000000e+00|1.1715274879e-01|9.9717861259e+01|1.5732588783e-02|4.0950040950e-05|2.8694004332e-04
09/17/2014|05:20:00|1.3500053431e-01|0.0000000000e+00|1.2124879165e-01|9.9709898012e+01|2.5630173972e-02|0.0000000000e+00|3.3370213457e-04
09/17/2014|05:30:00|1.4134101731e-01|0.0000000000e+00|1.1827693226e-01|9.9706100323e+01|2.4014460011e-02|0.0000000000e+00|3.3276759687e-04
