Date|Time|load15|load5|load1
09/17/2014|00:00:00|4.4080833333e-01|3.9631666667e-01|3.6318333333e-01
09/17/2014|00:10:00|3.9915833333e-01|3.5636666667e-01|3.2254166667e-01
09/17/2014|00:20:00|3.6845833333e-01|3.3546666667e-01|3.5270000000e-01
09/17/2014|00:30:00|3.5846666667e-01|3.5522500000e-01|3.8269166667e-01
09/17/2014|00:40:00|3.8717500000e-01|4.0458333333e-01|4.0608333333e-01
09/17/2014|00:50:00|3.6417500000e-01|3.4122500000e-01|3.5434166667e-01
09/17/2014|01:00:00|3.6416666667e-01|3.5266666667e-01|3.1516666667e-01
09/17/2014|01:10:00|3.6776666667e-01|3.8171666667e-01|4.0483333333e-01
09/17/2014|01:20:00|3.6686666667e-01|3.6421666667e-01|3.6590000000e-01
09/17/2014|01:30:00|3.3305000000e-01|2.9428333333e-01|2.6130000000e-01
09/17/2014|01:40:00|3.4280000000e-01|3.6555833333e-01|4.0343333333e-01
09/17/2014|01:50:00|3.6150833333e-01|4.0765000000e-01|4.5652500000e-01
09/17/2014|02:00:00|3.6800833333e-01|3.5722500000e-01|2.9345833333e-01
09/17/2014|02:10:00|3.2227500000e-01|2.9096666667e-01|2.7010000000e-01
09/17/2014|02:20:00|3.4446666667e-01|3.6405000000e-01|4.1810000000e-01
09/17/2014|02:30:00|3.7084166667e-01|3.8096666667e-01|3.7726666667e-01
09/17/2014|02:40:00|3.8132500000e-01|3.8668333333e-01|3.9632500000e-01
09/17/2014|02:50:00|3.9762500000e-01|3.8743333333e-01|3.3894166667e-01
09/17/2014|03:00:00|3.3790833333e-01|2.9727500000e-01|3.1208333333e-01
09/17/2014|03:10:00|3.2935833333e-01|3.3810833333e-01|3.5563333333e-01
09/17/2014|03:20:00|3.3488333333e-01|3.5895833333e-01|3.3878333333e-01
09/17/2014|03:30:00|3.3300000000e-01|3.5923333333e-01|3.6141666667e-01
09/17/2014|03:40:00|3.4830000000e-01|3.9104166667e-01|4.1230000000e-01
09/17/2014|03:50:00|3.6008333333e-01|3.6905000000e-01|3.3908333333e-01
09/17/2014|04:00:00|3.3495833333e-01|3.2812500000e-01|3.4697500000e-01
09/17/2014|04:10:00|3.7144166667e-01|4.1362500000e-01|4.4437500000e-01
09/17/2014|04:20:00|3.7858333333e-01|3.5922500000e-01|3.0802500000e-01
09/17/2014|04:30:00|3.6295000000e-01|3.5666666667e-01|3.8437500000e-01
09/17/2014|04:40:00|3.6795000000e-01|3.5009166667e-01|3.0716666667e-01
09/17/2014|04:50:00|3.3695000000e-01|3.2952500000e-01|3.7105000000e-01
09/17/2014|05:00:00|3.9220000000e-01|4.4479166667e-01|4.8001666667e-01
09/17/2014|05:10:00|4.4308333333e-01|4.8829166667e-01|4.7134166667e-01
09/17/2014|05:20:00|4.1600833333e-01|4.1653333333e-01|4.2837500000e-01
09/17/2014|05:30:00|4.0493333333e-01|3.9897500000e-01|3.5006666667e-01
09/17/2014|05:40:00|3.4460833333e-01|2.8523333333e-01|2.4183333333e-01
09/17/2014|05:50:00|3.5137500000e-01|3.6834166667e-01|4.2320000000e-01
09/17/2014|06:00:00|3.9714166667e-01|4.3012500000e-01|4.3657500000e-01
09/17/2014|06:10:00|3.8916666667e-01|3.6750000000e-01|3.2547500000e-01
09/17/2014|06:20:00|4.3630833333e-01|4.8980833333e-01|5.5353333333e-01
09/17/2014|06:30:00|4.2359166667e-01|4.0740833333e-01|3.8790000000e-01
09/17/2014|06:40:00|4.2717500000e-01|4.5135833333e-01|4.5290000000e-01
09/17/2014|06:50:00|4.1569166667e-01|4.2884166667e-01|4.1882500000e-01
09/17/2014|07:00:00|4.1067500000e-01|4.1716666667e-01|4.0919166667e-01
09/17/2014|07:10:00|3.8921666667e-01|3.5264166667e-01|3.1346666667e-01
09/17/2014|07:20:00|4.0437500000e-01|4.1130833333e-01|4.4148333333e-01
09/17/2014|07:30:00|4.1918333333e-01|4.4173333333e-01|4.5086666667e-01
09/17/2014|07:40:00|3.8053333333e-01|3.4663333333e-01|3.0600000000e-01
09/17/2014|07:50:00|3.7065000000e-01|3.7195000000e-01|4.1368333333e-01
09/17/2014|08:00:00|3.9008333333e-01|3.7691666667e-01|3.4040000000e-01
09/17/2014|08:10:00|3.7721666667e-01|3.5233333333e-01|3.6698333333e-01
09/17/2014|08:20:00|4.0631666667e-01|4.1978333333e-01|4.2006666667e-01
09/17/2014|08:30:00|3.5595000000e-01|2.9755000000e-01|2.5751666667e-01
09/17/2014|08:40:00|3.2520000000e-01|3.1050000000e-01|3.0927500000e-01
09/17/2014|08:50:00|3.2872500000e-01|3.4165833333e-01|3.6962500000e-01
09/17/2014|09:00:00|3.5242500000e-01|3.8984166667e-01|4.1085000000e-01
09/17/2014|09:10:00|4.0095000000e-01|4.4068333333e-01|4.4351666667e-01
09/17/2014|09:20:00|4.2108333333e-01|4.5148333333e-01|4.7854166667e-01
09/17/2014|09:30:00|4.1405000000e-01|4.1880000000e-01|3.7939166667e-01
09/17/2014|09:40:00|4.0696666667e-01|4.0461666667e-01|3.9546666667e-01
09/17/2014|09:50:00|4.1655000000e-01|4.2336666667e-01|4.1158333333e-01
09/17/2014|10:00:00|3.8546666667e-01|3.4058333333e-01|3.1061666667e-01
09/17/2014|10:10:00|3.6480000000e-01|3.4891666667e-01|3.8286666667e-01
09/17/2014|10:20:00|3.9978333333e-01|4.1769166667e-01|4.3670833333e-01
09/17/2014|10:30:00|3.8440000000e-01|3.6035833333e-01|3.3937500000e-01
09/17/2014|10:40:00|3.6326666667e-01|3.4812500000e-01|3.6270833333e-01
09/17/2014|10:50:00|4.0093333333e-01|4.1675833333e-01|4.2002500000e-01
09/17/2014|11:00:00|3.9875000000e-01|3.8046666667e-01|3.5493333333e-01
09/17/2014|11:10:00|4.0725000000e-01|4.1060833333e-01|4.1247500000e-01
09/17/2014|11:20:00|3.7536666667e-01|3.4442500000e-01|3.5265833333e-01
09/17/2014|11:30:00|3.8375000000e-01|3.7010000000e-01|3.7570000000e-01
09/17/2014|11:40:00|3.9596666667e-01|3.9009166667e-01|3.9981666667e-01
09/17/2014|11:50:00|4.1151666667e-01|4.1635833333e-01|3.9113333333e-01
09/17/2014|12:00:00|3.3906666667e-01|2.8120833333e-01|2.8228333333e-01
09/17/2014|12:10:00|3.7885833333e-01|4.3823333333e-01|4.9099166667e-01
09/17/2014|12:20:00|3.7917500000e-01|3.6940000000e-01|3.5739166667e-01
09/17/2014|12:30:00|3.9680833333e-01|3.8729166667e-01|3.7528333333e-01
09/17/2014|12:40:00|3.6810833333e-01|3.2145000000e-01|2.8723333333e-01
09/17/2014|12:50:00|4.1440000000e-01|4.6303333333e-01|5.1838333333e-01
09/17/2014|13:00:00|4.1945833333e-01|4.2812500000e-01|3.9401666667e-01
09/17/2014|13:10:00|4.0892500000e-01|4.0854166667e-01|4.4135000000e-01
09/17/2014|13:20:00|3.9547500000e-01|3.7443333333e-01|3.2739166667e-01
09/17/2014|13:30:00|3.9680833333e-01|3.8157500000e-01|4.0969166667e-01
09/17/2014|13:40:00|4.1799166667e-01|4.3023333333e-01|4.2683333333e-01
09/17/2014|13:50:00|4.2594166667e-01|4.4207500000e-01|4.6690000000e-01
09/17/2014|14:00:00|4.1256666667e-01|3.9080000000e-01|3.3651666667e-01
09/17/2014|14:10:00|3.9543333333e-01|3.6434166667e-01|3.7451666667e-01
09/17/2014|14:20:00|3.7291666667e-01|3.2607500000e-01|2.9601666667e-01
09/17/2014|14:30:00|3.4785833333e-01|3.3490833333e-01|3.5692500000e-01
09/17/2014|14:40:00|3.4634166667e-01|3.4655833333e-01|3.3927500000e-01
09/17/2014|14:50:00|3.2689166667e-01|3.3173333333e-01|3.3670833333e-01
09/17/2014|15:00:00|3.2724166667e-01|3.4655000000e-01|3.4285833333e-01
09/17/2014|15:10:00|3.5317500000e-01|4.0115833333e-01|4.6482500000e-01
09/17/2014|15:20:00|4.1224166667e-01|4.5107500000e-01|4.0632500000e-01
09/17/2014|15:30:00|3.5991666667e-01|3.1548333333e-01|3.1001666667e-01
09/17/2014|15:40:00|3.2093333333e-01|2.7866666667e-01|2.6013333333e-01
09/17/2014|15:50:00|3.1615833333e-01|2.9785833333e-01|3.2357500000e-01
09/17/2014|16:00:00|3.1518333333e-01|3.0722500000e-01|3.0080000000e-01
09/17/2014|16:10:00|3.3728333333e-01|3.6457500000e-01|3.8587500000e-01
09/17/2014|16:20:00|3.7020000000e-01|4.1241666667e-01|4.2092500000e-01
09/17/2014|16:30:00|4.0434166667e-01|4.2643333333e-01|4.2930833333e-01
09/17/2014|16:40:00|4.0221666667e-01|3.9484166667e-01|3.7133333333e-01
09/17/2014|16:50:00|3.6867500000e-01|3.2213333333e-01|3.0606666667e-01
09/17/2014|17:00:00|3.5849166667e-01|3.4414166667e-01|3.4362500000e-01
09/17/2014|17:10:00|3.3953333333e-01|3.3324166667e-01|3.1312500000e-01
09/17/2014|17:20:00|3.1731666667e-01|3.0588333333e-01|3.0975833333e-01
