Date|Time|racc|rbyt|wacc|wbyt
09/17/2014|00:00:00|1.1964292863e+01|2.6475769794e+05|9.5660217305e+00|1.1806697176e+05
09/17/2014|00:10:00|2.8725125000e+01|5.0015556267e+05|2.5041041667e+01|3.9558041600e+05
09/17/2014|00:20:00|2.8946403509e+00|3.5929141895e+04|9.5969605263e+00|1.0834434695e+05
09/17/2014|00:30:00|1.9204846491e+00|1.8283295439e+04|8.8880811404e+00|9.0758117053e+04
09/17/2014|00:40:00|1.8806666667e+00|1.6825685333e+04|9.0683333333e+00|9.4131029333e+04
09/17/2014|00:50:00|2.1095592105e+00|2.1079354386e+04|8.6074451754e+00|9.1374542596e+04
09/17/2014|01:00:00|1.9097324561e+00|1.8499440281e+04|8.7343464912e+00|8.9456774737e+04
09/17/2014|01:10:00|5.3044166667e+00|1.2751291733e+05|1.3295250000e+01|2.2116087467e+05
09/17/2014|01:20:00|1.2557508772e+01|2.3130252126e+05|2.5491315789e+01|7.0949103832e+05
09/17/2014|01:30:00|2.9930701754e+00|4.4486871579e+04|1.0155263158e+01|1.3083834835e+05
09/17/2014|01:40:00|2.1911171053e+01|4.9527151382e+05|9.2307543860e+00|9.9110357333e+04
09/17/2014|01:50:00|2.2039523810e+00|2.3541971302e+04|8.7304801587e+00|9.1621936762e+04
09/17/2014|02:00:00|2.0727713033e+00|2.1371845400e+04|8.8922829992e+00|8.9963756431e+04
09/17/2014|02:10:00|1.4082509774e+02|5.2122302432e+06|2.5844307018e+02|1.0057115074e+07
09/17/2014|02:20:00|6.0422709273e+01|1.9896408024e+06|3.7798062281e+02|1.3973861510e+07
09/17/2014|02:30:00|2.4643070175e+01|5.7230874947e+05|1.4000361404e+02|4.5818241796e+06
09/17/2014|02:40:00|5.2897649123e+01|1.1502327242e+06|1.2297721491e+01|1.6210043396e+05
09/17/2014|02:50:00|9.9868452153e+01|4.1803080337e+06|1.4644898923e+01|2.3224040758e+05
09/17/2014|03:00:00|2.2463613390e+00|2.4557384423e+04|9.0808808385e+00|9.1498950897e+04
09/17/2014|03:10:00|5.0835958438e+01|1.4028299194e+06|4.0111191729e+01|1.2607940658e+06
09/17/2014|03:20:00|2.1946686404e+01|4.4761371846e+05|1.7336820175e+01|4.4859737039e+05
09/17/2014|03:30:00|2.2100000000e+00|2.3014058667e+04|9.3367083333e+00|1.0940345600e+05
09/17/2014|03:40:00|2.5681458333e+01|4.7031159467e+05|1.1849125000e+01|1.9840960000e+05
09/17/2014|03:50:00|2.2983464912e+00|2.4901200842e+04|1.1894188596e+01|2.0463522133e+05
09/17/2014|04:00:00|3.7494451754e+00|5.2853679158e+04|4.2338394737e+01|1.3969256533e+06
09/17/2014|04:10:00|1.8655401974e+02|3.3393762627e+06|1.2141280702e+02|3.1883224006e+06
09/17/2014|04:20:00|3.4876771930e+01|1.0984776039e+06|5.4693776316e+01|1.6921707194e+06
09/17/2014|04:30:00|5.9960833333e+00|9.6448170667e+04|1.4140125000e+01|2.7212025600e+05
09/17/2014|04:40:00|2.6698333333e+00|3.1041194667e+04|9.0870416667e+00|9.5466752000e+04
09/17/2014|04:50:00|1.4959666667e+01|3.6089224533e+05|9.1822916667e+00|9.8717248000e+04
09/17/2014|05:00:00|1.7355250000e+01|3.0786747733e+05|1.1041875000e+01|1.5319831467e+05
09/17/2014|05:10:00|5.6114166667e+01|1.4979566933e+06|1.8159375000e+01|3.4565277867e+05
09/17/2014|05:20:00|1.2935233333e+02|3.8988107093e+06|1.1047541667e+01|1.1859274667e+05
09/17/2014|05:30:00|2.2010091667e+02|8.6528346453e+06|1.9179954167e+02|6.4059939200e+06
09/17/2014|05:40:00|1.6394000000e+01|3.6885521067e+05|2.1949941667e+02|6.8483375787e+06
09/17/2014|05:50:00|2.7429767544e+01|8.8045695551e+05|5.2371603070e+01|1.5042891071e+06
09/17/2014|06:00:00|4.5557379585e+01|1.6196928739e+06|9.7714665072e+00|1.0874563899e+05
09/17/2014|06:10:00|7.3922475199e+02|3.0001509855e+07|1.5772182616e+01|1.8612302515e+05
09/17/2014|06:20:00|1.0226840351e+02|3.8243380278e+06|1.1335026316e+01|1.1144617319e+05
09/17/2014|06:30:00|6.9735798246e+01|2.0726540036e+06|9.4432982456e+00|9.5304075228e+04
09/17/2014|06:40:00|8.7443399123e+01|2.9015350793e+06|3.6794673246e+01|1.0567743057e+06
09/17/2014|06:50:00|1.8622048246e+01|4.3194023074e+05|2.4113449561e+01|6.0257076547e+05
09/17/2014|07:00:00|9.2066184211e+00|1.4126403593e+05|1.1012050439e+01|1.2041329853e+05
09/17/2014|07:10:00|8.9152500000e+00|1.2485243733e+05|1.3219875000e+01|1.3640928000e+05
09/17/2014|07:20:00|1.7146291667e+01|3.9235140267e+05|9.9955416667e+00|1.0370327467e+05
09/17/2014|07:30:00|7.3208875000e+01|1.6051485013e+06|1.1620875000e+01|1.1596332800e+05
09/17/2014|07:40:00|1.2302333333e+01|2.3008989867e+05|1.4132458333e+01|2.3855650133e+05
09/17/2014|07:50:00|2.3892508772e+01|4.9564253418e+05|1.3957550439e+01|1.7153999382e+05
09/17/2014|08:00:00|5.7408868421e+01|1.1746594313e+06|1.2847447368e+01|1.7479694372e+05
09/17/2014|08:10:00|3.4425198204e+01|9.4262970792e+05|1.3316182749e+01|1.4241217433e+05
09/17/2014|08:20:00|2.8761817460e+01|5.5329047568e+05|1.0910619048e+01|1.1198810616e+05
09/17/2014|08:30:00|5.3636815476e+01|1.2501471736e+06|2.6781117063e+01|6.7185943263e+05
09/17/2014|08:40:00|6.8708333333e+00|1.1159944533e+05|1.0434666667e+01|1.1134412800e+05
09/17/2014|08:50:00|8.9635635965e+00|1.5009178498e+05|1.8113826754e+01|3.0964258021e+05
09/17/2014|09:00:00|9.2545061404e+01|3.4854153297e+06|1.0471464912e+01|1.0315611846e+05
09/17/2014|09:10:00|1.9259666667e+01|3.9450666667e+05|1.3264666667e+01|1.4386796800e+05
09/17/2014|09:20:00|5.9942083333e+00|8.7863210667e+04|1.2469708333e+01|1.4191353600e+05
09/17/2014|09:30:00|7.2306666667e+00|1.1506867200e+05|1.1436708333e+01|1.1884849067e+05
09/17/2014|09:40:00|6.3371051587e+00|8.7111923810e+04|1.5223472222e+01|1.7206144914e+05
